Stream,Personality,Academic Performance,Career
0,2,2,Fashion Designer Assistant 
1,2,3,Fast Food Worker
1,4,3,Fast Food Worker
3,1,3,Field Biologist
4,1,2,Field Engineer
4,3,2,Field Engineer
4,0,2,Field Engineer
3,4,3,Field Researcher
4,2,2,Field Service Engineer
4,4,1,Field Service Engineer
4,4,2,Field Service Engineer
4,1,3,Field Service Technician
5,1,3,Field service technician
4,3,2,Field Service Technician
4,3,3,Field Service Technician
5,3,3,Field service technician
4,2,3,Field Service Technician
5,2,3,Field service technician
4,4,3,Field Service Technician
5,4,3,Field service technician
4,0,2,Field Service Technician
4,0,3,Field Service Technician
5,0,3,Field service technician
3,3,3,Field technician for biological surveys
1,0,3,File Clerk 
1,4,0,Financial Advisor
1,0,1,Financial Analyst
1,0,0,Financial Analyst
1,1,2,Financial Planner
1,1,0,Financial Planner
3,1,3,Fish and Game Warden
5,3,2,Fisheries Biologist
5,2,2,Fisheries Biologist
5,0,2,Fisheries Biologist
3,3,3,Fisheries technician
3,2,3,Fisheries Technician
3,4,3,Fisheries Technician
5,4,2,Fitness Trainer
3,4,2,Fitness Trainer
5,1,2,Food Safety Inspector
5,3,2,Food Safety Inspector
5,2,2,Food Safety Inspector
5,0,2,Food Safety Inspector
3,3,3,Food science technician
3,0,3,Food Science Technician
3,1,0,Food Scientist
3,3,2,Food Scientist
3,2,0,Food Scientist
5,3,1,Food Scientist and Technologist
1,2,3,Food Service Worker
1,4,3,Food Service Worker 
5,1,2,Forensic Scientist
3,1,0,Forensic Scientist
3,1,2,Forensic Scientist
5,3,1,Forensic Scientist
3,3,1,Forensic Scientist
3,3,2,Forensic Scientist
5,2,2,Forensic Scientist
5,0,2,Forensic Scientist
3,0,1,Forensic scientist
3,0,2,Forensic Scientist
3,0,3,Forestry Technician
0,0,1,Frame Shop Assistant
0,0,2,Frame Shop Assistant
0,0,3,Frame Shop Assistant
5,4,2,Fundraiser
0,1,2,Gallery Assistant
0,1,3,Gallery Assistant
0,0,2,Gallery Assistant
0,0,3,Gallery Assistant
0,1,1,Gallery Assistant 
0,0,1,Gallery Assistant 
0,0,0,Gallery Manager
0,4,0,Gallery Manager 
4,2,0,Game Developer
1,0,3,General Office Clerk
1,3,3,General Office Clerk 
5,1,0,Genetic Counselor
5,1,1,Genetic counselor
5,1,2,Genetic Counselor
3,1,1,Genetic counselor
3,1,2,Genetic Counselor
5,3,0,Genetic counselor
5,3,2,Genetic Counselor
3,3,1,Genetic Counselor
3,3,2,Genetic Counselor
5,2,1,Genetic Counselor
3,2,2,Genetic Counselor
3,4,1,Genetic Counselor
5,0,1,Genetic counselor
3,0,1,Genetic counselor
3,2,0,Geneticist
3,0,0,Geneticist
4,3,1,Geological Engineer
2,1,2,Geological Technician
2,1,3,Geological Technician
2,1,0,Geologist
2,1,1,Geophysicist
4,1,0,Geotechnical Engineer
4,1,1,Geotechnical Engineer
4,3,0,Geotechnical Engineer
4,3,1,Geotechnical Engineer
4,4,0,Geotechnical Engineer
4,0,0,Geotechnical Engineer
4,0,1,Geotechnical Engineer
4,2,0,Graphic Designer
4,2,2,Graphic Designer
4,2,3,Graphic Designer
0,2,2,Graphic Designer
4,4,2,Graphic Designer
4,4,3,Graphic Designer
0,0,0,Graphic Designer
2,3,0,Health and Safety Specialist
2,3,1,Health and Safety Specialist
5,3,1,Health and Safety Specialist
5,4,2,Health Coach
3,4,2,Health Communications Specialist
5,1,2,Health Educator
5,3,2,Health Educator
5,2,2,Health Educator
5,4,1,Health Educator
3,4,1,Health Educator
3,4,2,Health Educator
5,0,2,Health Educator
5,4,2,Health Information Management Coordinator
5,4,2,Health Information Technician
3,1,2,Health Policy Analyst
5,4,2,Health Promoter
3,4,1,Health Psychologist
3,4,0,Healthcare Administrator
3,4,1,Healthcare Administrator
3,4,2,Healthcare Administrator
5,1,0,Healthcare Administrator/Manager
5,0,0,Healthcare Administrator/Manager
5,4,2,Healthcare Marketing Specialist
3,4,0,Healthcare Public Relations Specialist
4,1,3,Help Desk Technician
4,3,2,Help Desk Technician
4,3,3,Help Desk Technician
4,2,3,Help Desk Technician
4,4,3,Help Desk Technician
4,0,2,Help Desk Technician
4,0,3,Help Desk Technician
4,1,3,Home Automation Technician
4,3,3,Home Automation Technician
4,2,3,Home Automation Technician
4,4,3,Home Automation Technician
4,0,3,Home Automation Technician
5,1,0,Horticulturist
5,1,2,Horticulturist
5,3,2,Horticulturist
5,3,3,Horticulturist
3,3,0,Horticulturist
3,3,2,Horticulturist
3,3,3,Horticulturist
5,2,2,Horticulturist
5,2,3,Horticulturist
3,2,0,Horticulturist
5,4,3,Horticulturist
5,0,0,Horticulturist
5,0,2,Horticulturist
3,0,3,Horticulturist
4,2,0,Human Factors Engineer
4,2,2,Human Factors Engineer
4,4,1,Human Factors Engineer
4,4,2,Human Factors Engineer
1,3,2,Human Resources Assistant
1,2,2,Human Resources Coordinator 
1,4,2,Human Resources Coordinator 
1,3,0,Human Resources Manager
1,2,1,Human Resources Manager
1,4,0,Human Resources Manager
1,4,1,Human Resources Manager
5,4,2,Human Resources Specialist
3,1,0,Immunologist
3,0,0,Immunologist
3,0,0,Immunologist
1,2,0,Import/Export Agent
4,2,0,Industrial Designer
4,2,2,Industrial Designer
4,4,1,Industrial Designer
4,1,0,Industrial Engineer
4,1,1,Industrial Engineer
4,1,2,Industrial Engineer
4,3,0,Industrial Engineer
4,3,1,Industrial Engineer
4,2,1,Industrial Engineer
4,4,0,Industrial Engineer
4,0,0,Industrial Engineer
4,0,1,Industrial Engineer
5,4,2,Influencer
4,2,2,Innovation Manager
4,4,1,Innovation Manager
4,4,2,Innovation Manager
4,3,2,Installation Technician
4,0,2,Installation Technician
4,1,3,Installer
4,3,3,Installer
4,2,3,Installer
4,4,3,Installer
4,0,3,Installer
4,1,0,Instrumentation and Control Engineer
4,1,1,Instrumentation and Control Engineer
4,3,0,Instrumentation and Control Engineer
4,4,0,Instrumentation and Control Engineer
4,0,0,Instrumentation and Control Engineer
4,0,1,Instrumentation and Control Engineer
4,1,3,Instrumentation Technician
4,3,2,Instrumentation Technician
4,3,3,Instrumentation Technician
4,2,3,Instrumentation Technician
4,4,3,Instrumentation Technician
4,0,2,Instrumentation Technician
4,0,3,Instrumentation Technician
1,1,2,Insurance Agent
1,1,3,Insurance Sales Agent
1,4,0,Insurance Sales Agent
1,0,1,Insurance Underwriter
1,1,0,Intellectual Property Lawyer
4,2,2,Interaction Designer
4,4,1,Interaction Designer
0,1,0,Interior Designer
1,3,1,Internal Auditor 
1,3,2,Internal Auditor Assistant 
4,1,3,Inventory Control Specialist
4,3,2,Inventory Control Specialist
4,3,3,Inventory Control Specialist
4,2,3,Inventory Control Specialist
4,4,3,Inventory Control Specialist
4,0,2,Inventory Control Specialist
4,0,3,Inventory Control Specialist
1,0,2,Inventory Control Specialist 
4,1,2,Inventory Manager
1,1,2,Investment Advisor 
1,0,0,Investment Analyst
1,0,1,Investment Banker
1,0,0,Investment Banker
4,1,3,IT Help Desk Technician
4,3,3,IT Help Desk Technician
4,2,3,IT Help Desk Technician
4,4,3,IT Help Desk Technician
4,0,3,IT Help Desk Technician
4,1,2,IT Manager
1,1,0,Judge
3,0,2,Lab Technician
3,1,3,Laboratory Assistant
2,0,2,Laboratory Assistant
2,0,3,Laboratory Assistant
5,1,2,Laboratory Manager
5,3,2,Laboratory Manager
5,2,2,Laboratory Manager
5,0,2,Laboratory Manager
3,0,2,Laboratory Manager
2,0,0,Laboratory Manager 
5,1,3,Laboratory technician
5,3,3,Laboratory technician
3,3,2,Laboratory Technician
3,3,3,Laboratory technician
5,2,3,Laboratory technician
5,4,3,Laboratory technician
2,0,1,Laboratory Technician
5,0,3,Laboratory technician
3,0,1,Laboratory technician
3,0,3,Laboratory Technician
3,3,0,Landscape Architect
1,1,0,Lawyer
1,1,0,Legal Analyst
1,1,2,Loan Officer 
1,0,0,Logistics Analyst
4,3,2,Logistics Coordinator
1,3,2,Logistics Coordinator
4,0,2,Logistics Coordinator
4,1,2,Logistics Manager
1,3,0,Logistics Manager
4,4,1,Logistics Manager
1,0,1,Logistics Manager
4,2,0,Machine Learning Engineer
4,1,3,Machine Operator
4,0,3,Machine Operator
4,3,2,Machinist
4,0,2,Machinist
1,3,3,Mail Clerk
4,1,3,Maintenance Technician
4,3,2,Maintenance Technician
4,3,3,Maintenance Technician
4,2,3,Maintenance Technician
4,4,3,Maintenance Technician
4,0,2,Maintenance Technician
4,0,3,Maintenance Technician
4,4,0,Management Consultant
4,4,2,Management Consultant
1,4,0,Management Consultant
1,0,1,Management Consultant
1,0,0,Management Consultant
4,1,2,Manufacturing Analyst
4,1,0,Manufacturing Engineer
4,1,1,Manufacturing Engineer
4,3,0,Manufacturing Engineer
4,3,1,Manufacturing Engineer
4,2,1,Manufacturing Engineer
4,0,0,Manufacturing Engineer
4,0,1,Manufacturing Engineer
4,4,0,Manufacturing Manager
4,4,1,Manufacturing Manager
4,0,3,Manufacturing Production Operator
2,0,0,Manufacturing Supervisor 
4,3,2,Manufacturing Technician
4,0,2,Manufacturing Technician
3,1,0,Marine Biologist
3,3,1,Marine Biologist
3,3,2,Marine Biologist
3,2,0,Marine Biologist
4,3,1,Marine Engineer
4,2,0,Marine Engineer
3,2,3,Marine Mammal Trainer
3,4,3,Marine Mammal Trainer
3,3,0,Marine Scientist
1,2,0,Market Research Analyst
1,1,1,Market Research Analyst 
4,4,2,Marketing Coordinator
4,4,3,Marketing Coordinator
1,2,2,Marketing Coordinator 
1,4,2,Marketing Coordinator 
4,1,2,Marketing Manager
4,2,2,Marketing Manager
1,2,0,Marketing Manager
4,4,1,Marketing Manager
4,4,2,Marketing Manager
1,4,0,Marketing Manager
1,2,1,Marketing Manager 
1,4,1,Marketing Manager 
5,4,1,Marketing Manager for Biotechnology
4,1,0,Materials Engineer
4,1,1,Materials Engineer
4,3,0,Materials Engineer
4,3,1,Materials Engineer
4,2,1,Materials Engineer
4,4,0,Materials Engineer
4,0,0,Materials Engineer
4,0,1,Materials Engineer
2,1,0,Materials Scientist
4,2,0,Materials Scientist
2,0,1,Materials Tester
4,1,0,Mechanical Engineer
4,1,1,Mechanical Engineer
4,3,0,Mechanical Engineer
4,3,1,Mechanical Engineer
4,2,0,Mechanical Engineer
4,2,1,Mechanical Engineer
4,4,0,Mechanical Engineer
4,0,0,Mechanical Engineer
4,0,1,Mechanical Engineer
4,3,2,Mechanical Technician
4,0,2,Mechanical Technician
4,1,0,Mechatronics Engineer
4,1,1,Mechatronics Engineer
4,3,0,Mechatronics Engineer
4,3,1,Mechatronics Engineer
4,2,0,Mechatronics Engineer
4,2,1,Mechatronics Engineer
4,4,0,Mechatronics Engineer
4,0,0,Mechatronics Engineer
4,0,1,Mechatronics Engineer
5,4,2,Medical Affairs Coordinator
5,1,2,Medical Assistant
3,1,3,Medical Assistant
5,3,2,Medical Assistant
5,2,2,Medical Assistant
5,0,2,Medical Assistant
3,0,3,Medical Assistant
3,1,3,Medical Billing and Coding Specialist
5,4,2,Medical Billing and Coding Specialist
3,0,3,Medical Billing and Coding Specialist
5,4,2,Medical Communications Specialist
3,4,0,Medical Communications Specialist
3,0,0,Medical consultant
5,4,2,Medical Customer Service Representative
3,0,1,Medical device designer
5,3,1,Medical Device Engineer
3,4,2,Medical Device Marketing Specialist
5,3,0,Medical device research and development engineer
5,1,0,Medical Device Sales Representative
3,1,3,Medical Device Sales Representative
5,2,1,Medical Device Sales Representative
5,4,0,Medical device sales representative
5,4,2,Medical Device Sales Representative
3,4,0,Medical Device Sales Representative
3,4,1,Medical Device Sales Representative
3,0,0,Medical device sales representative
3,0,3,Medical Device Sales Representative
3,1,0,Medical Doctor
3,3,1,Medical Doctor
5,1,1,Medical equipment designer
5,0,1,Medical equipment designer
5,1,1,Medical equipment repair technician
3,1,3,Medical Equipment Repair Technician
5,0,1,Medical equipment repair technician
3,0,3,Medical Equipment Repair Technician
3,0,0,Medical equipment repair technician.
5,1,3,Medical equipment repairer
5,3,3,Medical equipment repairer
5,2,3,Medical equipment repairer
5,4,3,Medical equipment repairer
5,0,3,Medical equipment repairer
5,4,0,Medical equipment sales representative
3,4,2,Medical Equipment Sales Representative
3,0,2,Medical Equipment Sales Representative
3,0,0,Medical ethicist
3,4,0,Medical Event Planner
5,4,2,Medical Events Coordinator
5,1,0,Medical Illustrator
5,1,2,Medical Illustrator
3,1,2,Medical Illustrator
5,3,2,Medical Illustrator
3,0,0,Medical illustrator
5,0,0,Medical Illustrator
3,0,1,Medical illustrator
5,1,1,Medical imaging technologist
5,1,2,Medical Imaging Technologist
5,3,2,Medical Imaging Technologist
5,2,2,Medical Imaging Technologist
5,4,1,Medical Imaging Technologist
5,0,1,Medical imaging technologist
5,0,2,Medical Imaging Technologist
5,4,1,Medical Interpreter
5,4,2,Medical Interpreter
5,1,2,Medical Laboratory Technician
3,1,3,Medical Laboratory Technician
5,3,0,Medical laboratory technician
5,3,2,Medical Laboratory Technician
3,3,1,Medical Laboratory Technician
5,2,2,Medical Laboratory Technician
3,2,2,Medical Laboratory Technician
5,0,2,Medical Laboratory Technician
5,3,1,Medical Laboratory Technologist
3,0,0,Medical liaison
3,0,0,Medical librarian
3,4,0,Medical Marketing Specialist
3,4,1,Medical Marketing Specialist
5,4,2,Medical Practice Manager
5,3,0,Medical product analyst
5,4,2,Medical Receptionist
3,1,3,Medical Records Technician
3,0,3,Medical Records Technician
3,4,1,Medical Recruiter
5,1,1,Medical researcher
5,0,1,Medical researcher
5,4,1,Medical Sales Representative
5,4,2,Medical Sales Representative
3,4,0,Medical Sales Representative
3,4,1,Medical Sales Representative
3,4,2,Medical Sales Representative
3,0,0,Medical sales representative
5,4,2,Medical Scheduler
5,1,0,Medical Science Liaison
5,3,0,Medical science liaison
3,3,0,Medical Science Liaison
3,2,2,Medical Science Liaison
3,4,0,Medical Science Liaison
3,4,1,Medical Science Liaison
5,1,2,Medical Scientist
5,2,1,Medical Scientist
3,2,0,Medical Scientist
3,0,0,Medical scientist
5,4,1,Medical Social Worker
3,4,2,Medical Social Worker
5,1,0,Medical Technologist
5,1,2,Medical Technologist
5,3,1,Medical Technologist
5,3,2,Medical Technologist
5,2,2,Medical Technologist
5,0,2,Medical Technologist
3,0,2,Medical Technologist
5,4,1,Medical Technologist Trainer
5,3,0,Medical technology analyst
5,3,0,Medical technology consultant
3,1,3,Medical Transcriptionist
5,4,2,Medical Transcriptionist
3,0,3,Medical Transcriptionist
5,1,1,Medical writer
5,1,2,Medical Writer
3,1,2,Medical Writer
3,1,3,Medical Writer
5,3,0,Medical writer
5,3,2,Medical Writer
5,2,2,Medical Writer
5,4,1,Medical Writer
3,4,0,Medical Writer
3,4,1,Medical Writer
3,0,0,Medical writer
5,0,1,Medical writer
5,0,2,Medical Writer
3,0,1,Medical writer
1,0,2,Merchandiser 
1,1,0,Mergers and Acquisitions Lawyer
4,3,1,Metallurgical Engineer
2,1,0,Meteorologist
2,1,2,Meteorologist
2,1,3,Meteorologist
5,1,0,Microbiologist
3,1,1,Microbiologist
3,3,1,Microbiologist
3,3,2,Microbiologist
5,2,1,Microbiologist
3,2,0,Microbiologist
5,0,0,Microbiologist
3,0,1,Microbiologist
4,3,1,Mining Engineer
4,2,0,Mobile Application Developer
2,1,1,Molecular Biologist
5,1,0,Molecular Biologist
3,1,1,Molecular biologist
5,3,0,Molecular biologist
3,2,2,Molecular Biologist
3,0,0,Molecular biologist
5,0,0,Molecular Biologist
3,0,1,Molecular biologist
4,2,2,Multimedia Specialist
4,2,3,Multimedia Specialist
4,4,2,Multimedia Specialist
4,4,3,Multimedia Specialist
0,1,0,Museum Curator
0,0,0,Museum Curator
0,4,0,Museum Curator 
0,4,1,Museum Visitor Services Representative
0,4,3,Museum Visitor Services Representative
0,1,1,Museum Visitor Services Representative 
0,1,2,Museum Visitor Services Representative 
0,1,3,Museum Visitor Services Representative 
0,4,2,Museum Visitor Services Representative 
2,1,0,Nanotechnologist 
3,2,2,Natural Resource Manager
3,1,3,Naturalist
3,2,0,Naturalist
3,3,0,Nature Photographer
4,3,1,Naval Architect
4,1,2,Network Administrator
4,2,0,Network Administrator
4,1,3,Network Technician
4,3,2,Network Technician
4,3,3,Network Technician
4,2,3,Network Technician
4,4,3,Network Technician
4,0,2,Network Technician
4,0,3,Network Technician
3,1,0,Neuroscience Researcher
3,1,1,Neuroscientist
5,2,1,Neuroscientist
4,1,0,Nuclear Engineer
4,1,1,Nuclear Engineer
4,3,0,Nuclear Engineer
4,3,1,Nuclear Engineer
4,2,1,Nuclear Engineer
4,4,0,Nuclear Engineer
4,0,0,Nuclear Engineer
4,0,1,Nuclear Engineer
5,1,2,Nutritionist
5,3,1,Nutritionist
5,3,2,Nutritionist
5,2,2,Nutritionist
5,0,2,Nutritionist
5,1,0,Nutritionist/Dietician
3,4,2,Nutritionist/Dietician
3,3,1,Nutritionist/Dietitian
3,4,1,Nutritionist/Dietitian
3,4,2,Occupational Health and Safety Specialist
3,4,1,Occupational Therapist
3,4,2,Occupational Therapist
2,1,1,Oceanographer
1,3,3,Office Assistant 
1,3,2,Office Manager 
4,1,2,Operations Analyst
4,3,3,Operations Coordinator
4,1,2,Operations Manager
4,4,1,Operations Manager
1,0,1,Operations Manager
1,0,0,Operations Research Analyst
4,2,0,Optical Engineer
2,1,0,Optometrist
3,1,0,Optometrist
1,3,3,Order Clerk 
3,2,3,Outdoor Educator
3,4,3,Outdoor Educator
5,1,2,Paramedic
5,3,2,Paramedic
5,2,2,Paramedic
5,0,2,Paramedic
3,0,3,Park Naturalist
3,1,3,Park Ranger
3,3,0,Park Ranger
3,3,3,Park ranger
3,2,0,Park Ranger
3,2,3,Park Ranger
3,4,3,Park Ranger
2,3,1,Patent Agent
2,3,0,Patent Agenta
4,4,1,Patent Attorney
5,1,0,Pathologist
5,0,0,Pathologist
5,4,1,Patient Advocate
5,4,2,Patient Advocate
5,4,2,Patient Coordinator
1,0,2,Payroll Administrator 
3,3,3,Pest control technician
3,2,3,Pet Groomer
3,4,3,Pet Groomer
3,2,3,Pet Sitter/Dog Walker
3,4,3,Pet Sitter/Dog Walker
4,1,0,Petroleum Engineer
4,1,1,Petroleum Engineer
4,3,0,Petroleum Engineer
4,3,1,Petroleum Engineer
4,2,1,Petroleum Engineer
4,4,0,Petroleum Engineer
4,0,0,Petroleum Engineer
4,0,1,Petroleum Engineer
2,1,1,Petrologist
3,2,2,Pharmaceutical Researcher
3,0,0,Pharmaceutical researcher
5,1,0,Pharmaceutical Sales Representative
5,1,2,Pharmaceutical Sales Representative
5,1,3,Pharmaceutical sales representative
3,1,2,Pharmaceutical Sales Representative
5,3,2,Pharmaceutical Sales Representative
5,3,3,Pharmaceutical sales representative
3,3,2,Pharmaceutical Sales Representative
5,2,1,Pharmaceutical Sales Representative
5,2,2,Pharmaceutical Sales Representative
5,2,3,Pharmaceutical sales representative
5,4,3,Pharmaceutical sales representative
3,4,0,Pharmaceutical Sales Representative
3,4,1,Pharmaceutical Sales Representative
3,0,0,Pharmaceutical sales representative
5,0,2,Pharmaceutical Sales Representative
5,0,3,Pharmaceutical sales representative
3,0,2,Pharmaceutical Sales Representative
3,0,3,Pharmaceutical Sales Representative
5,3,0,Pharmaceutical scientist
3,2,0,Pharmaceutical Scientist
3,3,3,Pharmaceutical technician
3,3,1,Pharmacist
5,1,0,Pharmacologist
3,1,0,Pharmacologist
3,1,1,Pharmacologist
5,2,1,Pharmacologist
3,2,2,Pharmacologist
5,0,0,Pharmacologist
3,0,1,Pharmacologist
3,1,3,Pharmacy Technician
3,0,3,Pharmacy Technician
0,2,2,Photographer's Assistant
0,0,1,Photographer's Assistant
0,0,3,Photographer's Assistant
0,2,1,Photographer's Assistant 
0,2,3,Photographer's Assistant 
0,0,2,Photographer's Assistant 
3,4,1,Physical Therapist
3,4,2,Physical Therapist
3,1,1,Physician assistant
3,4,2,Physician Assistant
2,1,0,Physicist 
2,1,2,Physics Technician
3,1,1,Plant biologist
3,3,1,Plant Biologist
3,2,2,Plant Biotechnologist
5,1,0,Plant Breeder
5,0,0,Plant Breeder
5,1,3,Plant or animal caretaker
5,3,3,Plant or animal caretaker
5,2,3,Plant or animal caretaker
5,4,3,Plant or animal caretaker
5,0,3,Plant or animal caretaker
3,3,3,Plant propagation technician
5,3,1,Plant Scientist
3,3,0,Plant Scientist
1,1,1,Portfolio Manager
4,3,1,Power Engineer
4,1,2,Process Analyst
5,3,1,Process Development Engineer
4,1,0,Process Engineer
4,1,1,Process Engineer
5,1,3,Process engineer
4,3,0,Process Engineer
4,3,1,Process Engineer
5,3,2,Process Engineer
5,2,2,Process Engineer
5,4,3,Process engineer
4,0,0,Process Engineer
4,0,1,Process Engineer
5,0,2,Process Engineer
5,0,3,Process engineer
2,0,0,Process Engineer 
4,3,2,Process Technician
4,0,2,Process Technician
1,3,2,Procurement Assistant 
4,1,2,Procurement Manager
1,3,0,Procurement Manager
4,4,1,Procurement Manager
4,1,3,Procurement Specialist
4,3,2,Procurement Specialist
4,3,3,Procurement Specialist
4,2,3,Procurement Specialist
4,4,3,Procurement Specialist
4,0,2,Procurement Specialist
4,0,3,Procurement Specialist
4,3,1,Product Development Engineer
4,2,0,Product Development Engineer
4,2,1,Product Development Engineer
2,0,1,Product Development Scientist
4,1,2,Product Manager
4,2,2,Product Manager
4,4,0,Product Manager
4,4,1,Product Manager
5,4,2,Product Manager
5,2,1,Product Manager in Biotechnology
0,0,1,Production Assistant
4,4,1,Production Engineer
0,0,0,Production Manager
4,3,2,Production Operator
4,0,2,Production Operator
4,1,2,Production Planner
4,1,3,Production Worker
5,4,2,Program Coordinator
4,4,1,Program Manager
4,1,2,Project Coordinator
4,3,3,Project Coordinator
1,3,2,Project Coordinator
4,1,0,Project Engineer
4,1,1,Project Engineer
4,3,0,Project Engineer
4,3,1,Project Engineer
4,0,0,Project Engineer
4,0,1,Project Engineer
4,1,2,Project Manager
1,3,0,Project Manager
4,4,0,Project Manager
4,4,1,Project Manager
2,0,0,Project Manager
1,0,1,Project Manager
3,4,2,Public Health Advocate
5,4,2,Public Health Educator
3,4,0,Public Health Educator
3,3,0,Public Health Officer
3,4,1,Public Health Specialist
0,2,3,Public Relations Assistant
0,2,1,Public Relations Assistant 
0,2,2,Public Relations Assistant 
1,4,2,Public Relations Coordinator
1,2,2,Public Relations Coordinator 
4,2,2,Public Relations Specialist
1,2,0,Public Relations Specialist
0,2,0,Public Relations Specialist
4,4,2,Public Relations Specialist
1,4,0,Public Relations Specialist
0,4,0,Public Relations Specialist
1,2,1,Public Relations Specialist 
1,4,1,Public Relations Specialist 
5,4,1,Public Relations Specialist for Biotechnology
2,4,0,Public Relations Specialist for Science Companies
2,4,1,Public Relations Specialist for Science Companies
2,4,2,Public Relations Specialist for Science Companies
4,4,2,Public Speaker
1,0,2,Purchasing Agent 
4,1,2,Quality Assurance Analyst
4,1,3,Quality Assurance Inspector
4,3,2,Quality Assurance Inspector
4,3,3,Quality Assurance Inspector
4,2,3,Quality Assurance Inspector
4,0,2,Quality Assurance Inspector
4,0,3,Quality Assurance Inspector
2,3,0,Quality Assurance Manager
2,3,1,Quality Assurance Manager
3,0,0,Quality assurance specialist
5,3,1,Quality Control Analyst
5,3,2,Quality Control Analyst
2,0,1,Quality Control Analyst
3,0,2,Quality Control Analyst
2,3,2,Quality Control Coordinator
2,3,3,Quality Control Coordinator
4,3,1,Quality Control Engineer
4,2,1,Quality Control Engineer
4,1,2,Quality Control Inspector
4,1,3,Quality Control Inspector
4,3,3,Quality Control Inspector
4,4,3,Quality Control Inspector
4,0,3,Quality Control Inspector
4,4,1,Quality Control Manager
5,1,3,Quality control specialist
5,3,3,Quality control specialist
5,2,3,Quality control specialist
5,4,3,Quality control specialist
5,0,3,Quality control specialist
3,0,1,Quality control specialist
2,0,0,Quality Control Specialist 
4,3,2,Quality Control Technician
5,2,2,Quality Control Technician
2,0,2,Quality Control Technician
4,0,2,Quality Control Technician
5,0,2,Quality Control Technician
3,4,2,Radiologic Technologist
1,3,0,Real Estate Agent
1,1,2,Real Estate Agent 
1,1,1,Real Estate Appraiser
1,4,0,Real Estate Broker
1,3,3,Receptionist 
1,0,3,Receptionist 
5,1,0,Regulatory Affairs Manager
5,1,1,Regulatory affairs specialist
5,1,2,Regulatory Affairs Specialist
5,1,3,Regulatory affairs specialist
2,3,0,Regulatory Affairs Specialist
2,3,1,Regulatory Affairs Specialist
5,3,1,Regulatory Affairs Specialist
5,3,2,Regulatory Affairs Specialist
5,3,3,Regulatory affairs specialist
5,2,2,Regulatory Affairs Specialist
5,2,3,Regulatory affairs specialist
5,4,3,Regulatory affairs specialist
3,0,0,Regulatory affairs specialist
5,0,1,Regulatory affairs specialist
5,0,2,Regulatory Affairs Specialist
5,0,3,Regulatory affairs specialist
3,0,1,Regulatory affairs specialist
4,1,0,Renewable Energy Engineer
4,1,1,Renewable Energy Engineer
4,3,0,Renewable Energy Engineer
4,2,1,Renewable Energy Engineer
4,4,0,Renewable Energy Engineer
4,0,0,Renewable Energy Engineer
4,0,1,Renewable Energy Engineer
4,1,3,Repair Technician
4,3,2,Repair Technician
4,3,3,Repair Technician
4,2,3,Repair Technician
4,4,3,Repair Technician
4,0,2,Repair Technician
4,0,3,Repair Technician
1,1,0,Research Analyst
4,1,0,Research and Development Engineer
4,1,1,Research and Development Engineer
4,3,0,Research and Development Engineer
4,0,0,Research and Development Engineer
4,0,1,Research and Development Engineer
5,2,1,Research and Development Scientist
2,1,2,Research Assistant
2,1,3,Research Assistant
5,1,3,Research assistant
5,3,3,Research assistant
3,3,3,Research assistant
5,2,3,Research assistant
5,4,3,Research assistant
2,0,1,Research Assistant
5,0,3,Research assistant
3,0,2,Research Assistant
3,0,3,Research Assistant
2,3,2,Research Compliance Coordinator
2,3,3,Research Compliance Coordinator
4,3,1,Research Engineer
4,2,1,Research Engineer
2,0,0,Research Scientist 
3,1,3,Research Technician
2,0,2,Research Technician
2,0,3,Research Technician
3,4,2,Respiratory Therapist
1,2,0,Retail Buyer
1,0,2,Retail Manager
1,2,3,Retail Salesperson
1,2,2,Retail Salesperson 
1,4,2,Retail Salesperson 
1,4,3,Retail Salesperson 
1,2,0,Retail Store Manager
1,0,1,Risk Analyst
1,0,0,Risk Manager
4,1,0,Robotics Engineer
4,1,1,Robotics Engineer
4,3,0,Robotics Engineer
4,3,1,Robotics Engineer
4,2,0,Robotics Engineer
4,2,1,Robotics Engineer
4,4,0,Robotics Engineer
4,0,0,Robotics Engineer
4,0,1,Robotics Engineer
2,0,0,Safety Coordinator 
4,3,1,Safety Engineer
1,2,3,Sales Associate
0,4,1,Sales Associate
0,4,2,Sales Associate
1,4,3,Sales Associate 
0,4,3,Sales Associate 
1,0,2,Sales Associate 
1,0,3,Sales Associate 
4,3,1,Sales Engineer
4,2,2,Sales Engineer
4,4,0,Sales Engineer
4,4,1,Sales Engineer
4,4,2,Sales Engineer
5,4,2,Sales Engineer
4,1,2,Sales Manager
4,2,3,Sales Manager
1,2,0,Sales Manager
4,4,2,Sales Manager
4,4,3,Sales Manager
1,4,0,Sales Manager
1,2,1,Sales Manager 
1,4,1,Sales Manager 
0,4,0,Sales Representative
1,2,2,Sales Representative 
1,4,2,Sales Representative 
2,4,0,Sales Representative for Science Products
2,4,1,Sales Representative for Science Products
1,1,3,Salesperson
1,2,3,Salesperson
1,4,3,Salesperson
0,0,1,Scenic Artist
0,0,3,Scenic Artist
0,0,2,Scenic Artist 
3,2,0,Science Advocate
3,4,0,Science Blogger
3,0,1,Science communication specialist
3,1,3,Science Communications Specialist
3,3,2,Science Communications Specialist
3,2,3,Science Communications Specialist
3,4,3,Science Communications Specialist
3,0,3,Science Communications Specialist
3,3,3,Science communicator
2,2,1,Science Communicator
